,bpm,source,timestamp
62,60,awake,2025-03-05T03:24:04+00:00
63,65,awake,2025-03-05T03:33:45+00:00
64,61,awake,2025-03-05T03:34:45+00:00
65,58,awake,2025-03-05T03:34:54+00:00
66,57,awake,2025-03-05T03:53:59+00:00
67,58,awake,2025-03-05T03:54:00+00:00
68,61,awake,2025-03-05T03:54:03+00:00
69,58,awake,2025-03-05T04:13:44+00:00
70,57,awake,2025-03-05T04:18:39+00:00
71,59,awake,2025-03-05T04:19:26+00:00
72,57,awake,2025-03-05T04:19:39+00:00
73,60,awake,2025-03-05T04:23:52+00:00
74,58,awake,2025-03-05T04:23:55+00:00
75,64,awake,2025-03-05T04:24:31+00:00
76,63,awake,2025-03-05T04:28:52+00:00
77,65,awake,2025-03-05T04:29:15+00:00
78,59,awake,2025-03-05T04:30:33+00:00
79,57,awake,2025-03-05T04:34:32+00:00
80,58,awake,2025-03-05T04:35:27+00:00
81,57,awake,2025-03-05T04:35:41+00:00
82,57,awake,2025-03-05T04:39:19+00:00
83,58,awake,2025-03-05T04:39:34+00:00
84,59,awake,2025-03-05T04:40:49+00:00
85,68,awake,2025-03-05T04:44:21+00:00
86,63,awake,2025-03-05T04:44:40+00:00
87,70,awake,2025-03-05T04:44:56+00:00
88,88,awake,2025-03-05T04:49:49+00:00
89,61,awake,2025-03-05T04:49:56+00:00
90,56,awake,2025-03-05T04:50:58+00:00
91,60,awake,2025-03-05T04:54:49+00:00
92,59,awake,2025-03-05T04:54:56+00:00
93,63,awake,2025-03-05T04:55:27+00:00
94,58,awake,2025-03-05T04:58:09+00:00
95,64,awake,2025-03-05T04:58:19+00:00
96,60,awake,2025-03-05T04:59:04+00:00
97,61,awake,2025-03-05T05:03:46+00:00
98,58,awake,2025-03-05T05:03:52+00:00
99,65,awake,2025-03-05T05:04:14+00:00
100,82,awake,2025-03-05T05:13:14+00:00
101,76,awake,2025-03-05T05:13:24+00:00
102,73,awake,2025-03-05T05:13:30+00:00
103,62,awake,2025-03-05T05:23:37+00:00
104,67,awake,2025-03-05T05:23:38+00:00
105,68,awake,2025-03-05T05:23:39+00:00
106,58,awake,2025-03-05T05:40:40+00:00
107,57,awake,2025-03-05T05:40:46+00:00
108,59,awake,2025-03-05T05:40:50+00:00
109,58,awake,2025-03-05T06:01:05+00:00
110,60,awake,2025-03-05T06:01:28+00:00
111,56,awake,2025-03-05T06:01:38+00:00
112,56,awake,2025-03-05T06:11:18+00:00
113,60,awake,2025-03-05T06:11:23+00:00
114,57,awake,2025-03-05T06:11:24+00:00
115,58,awake,2025-03-05T06:16:11+00:00
116,57,awake,2025-03-05T06:16:37+00:00
117,56,awake,2025-03-05T06:17:33+00:00
118,59,awake,2025-03-05T06:22:05+00:00
119,57,awake,2025-03-05T06:22:10+00:00
120,66,awake,2025-03-05T06:22:48+00:00
121,57,rest,2025-03-05T06:23:14+00:00
122,56,rest,2025-03-05T06:28:14+00:00
123,57,rest,2025-03-05T06:33:14+00:00
124,56,rest,2025-03-05T07:03:14+00:00
125,57,rest,2025-03-05T07:08:14+00:00
126,57,rest,2025-03-05T07:13:14+00:00
127,58,rest,2025-03-05T07:18:14+00:00
128,58,rest,2025-03-05T07:23:14+00:00
129,59,rest,2025-03-05T07:28:14+00:00
130,60,rest,2025-03-05T07:33:14+00:00
131,60,rest,2025-03-05T07:38:14+00:00
132,60,rest,2025-03-05T07:43:14+00:00
133,60,rest,2025-03-05T07:48:14+00:00
134,58,rest,2025-03-05T07:53:14+00:00
135,59,rest,2025-03-05T07:58:14+00:00
136,66,rest,2025-03-05T08:03:14+00:00
137,68,rest,2025-03-05T08:08:14+00:00
138,68,rest,2025-03-05T08:13:14+00:00
139,63,rest,2025-03-05T08:18:14+00:00
140,61,rest,2025-03-05T08:23:14+00:00
141,60,rest,2025-03-05T08:28:14+00:00
142,57,rest,2025-03-05T08:33:14+00:00
143,57,rest,2025-03-05T08:38:14+00:00
144,57,rest,2025-03-05T08:43:14+00:00
145,58,rest,2025-03-05T08:48:14+00:00
146,58,rest,2025-03-05T08:53:14+00:00
147,59,rest,2025-03-05T08:58:14+00:00
148,58,rest,2025-03-05T09:03:14+00:00
149,58,rest,2025-03-05T09:08:14+00:00
150,57,rest,2025-03-05T09:13:14+00:00
151,57,rest,2025-03-05T09:18:14+00:00
152,58,rest,2025-03-05T09:23:14+00:00
153,58,rest,2025-03-05T09:28:14+00:00
154,58,rest,2025-03-05T09:33:14+00:00
155,59,rest,2025-03-05T09:38:14+00:00
156,67,rest,2025-03-05T09:43:14+00:00
157,66,rest,2025-03-05T09:48:14+00:00
158,63,rest,2025-03-05T09:53:14+00:00
159,59,rest,2025-03-05T09:58:14+00:00
160,59,rest,2025-03-05T10:03:14+00:00
161,66,rest,2025-03-05T10:08:14+00:00
162,55,rest,2025-03-05T10:13:14+00:00
163,53,rest,2025-03-05T10:18:14+00:00
164,53,rest,2025-03-05T10:23:14+00:00
165,53,rest,2025-03-05T10:28:14+00:00
166,54,rest,2025-03-05T10:33:14+00:00
167,55,rest,2025-03-05T10:38:14+00:00
168,56,rest,2025-03-05T10:43:14+00:00
169,58,rest,2025-03-05T10:48:14+00:00
170,57,rest,2025-03-05T10:53:14+00:00
171,57,rest,2025-03-05T10:58:14+00:00
172,62,rest,2025-03-05T11:03:14+00:00
173,58,rest,2025-03-05T11:08:14+00:00
174,54,rest,2025-03-05T11:13:14+00:00
175,56,rest,2025-03-05T11:18:14+00:00
176,54,rest,2025-03-05T11:23:14+00:00
177,55,rest,2025-03-05T11:28:14+00:00
178,57,rest,2025-03-05T11:33:14+00:00
179,60,rest,2025-03-05T11:38:14+00:00
180,61,rest,2025-03-05T11:43:14+00:00
181,62,rest,2025-03-05T11:48:14+00:00
182,62,rest,2025-03-05T11:53:14+00:00
183,63,rest,2025-03-05T11:58:14+00:00
184,61,rest,2025-03-05T12:03:14+00:00
185,59,rest,2025-03-05T12:08:14+00:00
186,62,rest,2025-03-05T12:13:14+00:00
187,61,rest,2025-03-05T12:18:14+00:00
188,63,rest,2025-03-05T12:23:14+00:00
189,62,rest,2025-03-05T12:28:14+00:00
190,66,rest,2025-03-05T12:33:14+00:00
191,63,rest,2025-03-05T12:38:14+00:00
192,62,rest,2025-03-05T12:43:14+00:00
193,61,rest,2025-03-05T12:48:14+00:00
194,57,rest,2025-03-05T12:53:14+00:00
195,58,rest,2025-03-05T12:58:14+00:00
196,56,rest,2025-03-05T13:03:14+00:00
197,55,rest,2025-03-05T13:08:14+00:00
198,56,rest,2025-03-05T13:13:14+00:00
199,55,rest,2025-03-05T13:18:14+00:00
200,58,rest,2025-03-05T13:23:14+00:00
201,59,rest,2025-03-05T13:28:14+00:00
202,59,rest,2025-03-05T13:33:14+00:00
203,59,rest,2025-03-05T13:38:14+00:00
204,58,rest,2025-03-05T13:43:14+00:00
205,61,rest,2025-03-05T13:48:14+00:00
206,62,rest,2025-03-05T13:53:14+00:00
207,62,rest,2025-03-05T13:58:14+00:00
208,64,rest,2025-03-05T14:03:14+00:00
209,55,rest,2025-03-05T14:08:14+00:00
210,61,rest,2025-03-05T14:13:14+00:00
211,60,rest,2025-03-05T14:18:14+00:00
212,56,rest,2025-03-05T14:23:14+00:00
213,58,rest,2025-03-05T14:28:14+00:00
214,59,rest,2025-03-05T14:33:14+00:00
215,70,rest,2025-03-05T14:38:14+00:00
216,58,rest,2025-03-05T14:43:14+00:00
217,55,rest,2025-03-05T14:48:14+00:00
218,57,rest,2025-03-05T14:53:14+00:00
219,55,rest,2025-03-05T14:58:14+00:00
220,54,rest,2025-03-05T15:03:15+00:00
221,55,rest,2025-03-05T15:08:15+00:00
222,53,rest,2025-03-05T15:13:15+00:00
223,53,rest,2025-03-05T15:18:15+00:00
224,55,rest,2025-03-05T15:23:15+00:00
225,55,rest,2025-03-05T15:28:15+00:00
226,53,rest,2025-03-05T15:32:06+00:00
227,52,rest,2025-03-05T15:37:06+00:00
228,54,rest,2025-03-05T15:42:06+00:00
229,55,rest,2025-03-05T15:47:06+00:00
230,58,rest,2025-03-05T15:52:06+00:00
231,57,rest,2025-03-05T16:02:31+00:00
232,63,awake,2025-03-05T16:24:38+00:00
233,79,awake,2025-03-05T16:24:59+00:00
234,67,awake,2025-03-05T16:26:25+00:00
235,58,awake,2025-03-05T16:45:01+00:00
236,59,awake,2025-03-05T16:45:13+00:00
237,66,awake,2025-03-05T16:45:29+00:00
238,94,awake,2025-03-05T17:35:20+00:00
239,92,awake,2025-03-05T17:35:21+00:00
240,74,awake,2025-03-05T17:35:29+00:00
241,64,awake,2025-03-05T17:45:23+00:00
242,73,awake,2025-03-05T17:45:48+00:00
243,66,awake,2025-03-05T17:45:50+00:00
244,84,awake,2025-03-05T18:39:15+00:00
245,73,awake,2025-03-05T18:39:16+00:00
246,80,awake,2025-03-05T18:39:17+00:00
247,79,awake,2025-03-05T18:49:22+00:00
248,72,awake,2025-03-05T18:49:28+00:00
249,74,awake,2025-03-05T18:49:30+00:00
250,89,workout,2025-03-05T18:55:31+00:00
251,88,workout,2025-03-05T18:55:36+00:00
252,89,workout,2025-03-05T18:55:41+00:00
253,89,workout,2025-03-05T18:55:46+00:00
254,90,workout,2025-03-05T18:55:51+00:00
255,90,workout,2025-03-05T18:55:56+00:00
256,89,workout,2025-03-05T18:56:01+00:00
257,89,workout,2025-03-05T18:56:06+00:00
258,89,workout,2025-03-05T18:56:11+00:00
259,88,workout,2025-03-05T18:56:16+00:00
260,88,workout,2025-03-05T18:56:21+00:00
261,88,workout,2025-03-05T18:56:26+00:00
262,89,workout,2025-03-05T18:56:31+00:00
263,89,workout,2025-03-05T18:56:36+00:00
264,89,workout,2025-03-05T18:56:41+00:00
265,89,workout,2025-03-05T18:56:46+00:00
266,89,workout,2025-03-05T18:56:51+00:00
267,88,workout,2025-03-05T18:56:56+00:00
268,88,workout,2025-03-05T18:57:01+00:00
269,87,workout,2025-03-05T18:57:06+00:00
270,88,workout,2025-03-05T18:57:11+00:00
271,88,workout,2025-03-05T18:57:16+00:00
272,88,workout,2025-03-05T18:57:21+00:00
273,88,workout,2025-03-05T18:57:26+00:00
274,87,workout,2025-03-05T18:57:31+00:00
275,87,workout,2025-03-05T18:57:36+00:00
276,86,workout,2025-03-05T18:57:41+00:00
277,85,workout,2025-03-05T18:57:46+00:00
278,84,workout,2025-03-05T18:57:51+00:00
279,83,workout,2025-03-05T18:57:56+00:00
280,82,workout,2025-03-05T18:58:01+00:00
281,82,workout,2025-03-05T18:58:06+00:00
282,82,workout,2025-03-05T18:58:11+00:00
283,82,workout,2025-03-05T18:58:16+00:00
284,81,workout,2025-03-05T18:58:21+00:00
285,81,workout,2025-03-05T18:58:26+00:00
286,81,workout,2025-03-05T18:58:31+00:00
287,81,workout,2025-03-05T18:58:36+00:00
288,81,workout,2025-03-05T18:58:41+00:00
289,82,workout,2025-03-05T18:58:46+00:00
290,82,workout,2025-03-05T18:58:51+00:00
291,82,workout,2025-03-05T18:58:56+00:00
292,81,workout,2025-03-05T18:59:01+00:00
293,81,workout,2025-03-05T18:59:06+00:00
294,81,workout,2025-03-05T18:59:11+00:00
295,81,workout,2025-03-05T18:59:16+00:00
296,81,workout,2025-03-05T18:59:21+00:00
297,81,workout,2025-03-05T18:59:26+00:00
298,81,workout,2025-03-05T18:59:31+00:00
299,81,workout,2025-03-05T18:59:36+00:00
300,82,workout,2025-03-05T18:59:41+00:00
301,82,workout,2025-03-05T18:59:46+00:00
302,82,workout,2025-03-05T18:59:51+00:00
303,83,workout,2025-03-05T18:59:56+00:00
304,83,workout,2025-03-05T19:00:01+00:00
305,83,workout,2025-03-05T19:00:06+00:00
306,83,workout,2025-03-05T19:00:11+00:00
307,84,workout,2025-03-05T19:00:16+00:00
308,84,workout,2025-03-05T19:00:21+00:00
309,84,workout,2025-03-05T19:00:26+00:00
310,120,awake,2025-03-05T19:05:43+00:00
311,119,awake,2025-03-05T19:05:44+00:00
312,116,awake,2025-03-05T19:05:48+00:00
313,72,awake,2025-03-05T19:15:35+00:00
314,66,awake,2025-03-05T19:15:50+00:00
315,83,awake,2025-03-05T19:17:09+00:00
316,109,awake,2025-03-05T19:35:51+00:00
317,114,awake,2025-03-05T19:35:52+00:00
318,104,awake,2025-03-05T19:35:54+00:00
319,90,awake,2025-03-05T19:45:43+00:00
320,81,awake,2025-03-05T19:45:47+00:00
321,76,awake,2025-03-05T19:46:07+00:00
322,99,awake,2025-03-05T19:55:43+00:00
323,75,awake,2025-03-05T19:55:53+00:00
324,66,awake,2025-03-05T19:56:00+00:00
325,75,awake,2025-03-05T20:07:10+00:00
326,70,awake,2025-03-05T20:07:18+00:00
327,66,awake,2025-03-05T20:07:47+00:00
328,96,awake,2025-03-05T20:26:40+00:00
329,84,awake,2025-03-05T20:26:43+00:00
330,72,awake,2025-03-05T20:26:48+00:00
331,85,awake,2025-03-05T20:36:36+00:00
332,81,awake,2025-03-05T20:36:37+00:00
333,76,awake,2025-03-05T20:36:57+00:00
334,72,awake,2025-03-05T20:54:58+00:00
335,94,awake,2025-03-05T20:56:00+00:00
336,101,awake,2025-03-05T20:56:08+00:00
337,72,awake,2025-03-05T21:04:50+00:00
338,68,awake,2025-03-05T21:05:03+00:00
339,74,awake,2025-03-05T21:05:50+00:00
340,96,awake,2025-03-05T21:14:38+00:00
341,76,awake,2025-03-05T21:14:58+00:00
342,79,awake,2025-03-05T21:15:02+00:00
343,89,awake,2025-03-05T21:28:19+00:00
344,90,awake,2025-03-05T21:28:20+00:00
345,86,awake,2025-03-05T21:28:23+00:00
346,74,awake,2025-03-05T21:32:56+00:00
347,77,awake,2025-03-05T21:33:03+00:00
348,81,awake,2025-03-05T21:33:43+00:00
349,71,awake,2025-03-05T21:38:12+00:00
350,77,awake,2025-03-05T21:38:22+00:00
351,74,awake,2025-03-05T21:39:02+00:00
352,77,awake,2025-03-05T21:46:34+00:00
353,71,awake,2025-03-05T21:46:35+00:00
354,87,awake,2025-03-05T21:46:47+00:00
355,76,awake,2025-03-05T21:54:21+00:00
356,72,awake,2025-03-05T21:54:30+00:00
357,85,awake,2025-03-05T21:55:49+00:00
358,74,awake,2025-03-05T22:00:35+00:00
359,70,awake,2025-03-05T22:00:40+00:00
360,80,awake,2025-03-05T22:01:14+00:00
361,81,awake,2025-03-05T22:05:18+00:00
362,70,awake,2025-03-05T22:05:23+00:00
363,74,awake,2025-03-05T22:06:01+00:00
364,67,awake,2025-03-05T22:25:03+00:00
365,71,awake,2025-03-05T22:25:14+00:00
366,74,awake,2025-03-05T22:25:15+00:00
367,74,awake,2025-03-05T22:35:01+00:00
368,72,awake,2025-03-05T22:35:08+00:00
369,80,awake,2025-03-05T22:35:12+00:00
370,73,awake,2025-03-05T22:45:06+00:00
371,81,awake,2025-03-05T22:45:23+00:00
372,67,awake,2025-03-05T22:45:25+00:00
373,77,awake,2025-03-05T23:31:00+00:00
374,81,awake,2025-03-05T23:31:01+00:00
375,83,awake,2025-03-05T23:31:02+00:00
376,73,awake,2025-03-05T23:40:53+00:00
377,75,awake,2025-03-05T23:41:08+00:00
378,71,awake,2025-03-05T23:41:13+00:00
379,71,awake,2025-03-05T23:58:21+00:00
380,75,awake,2025-03-05T23:59:10+00:00
381,80,awake,2025-03-05T23:59:22+00:00
382,87,awake,2025-03-06T00:08:12+00:00
383,81,awake,2025-03-06T00:08:22+00:00
384,74,awake,2025-03-06T00:09:45+00:00
385,90,awake,2025-03-06T02:51:07+00:00
386,86,awake,2025-03-06T02:51:10+00:00
387,87,awake,2025-03-06T03:09:21+00:00
388,79,awake,2025-03-06T03:09:36+00:00
389,83,awake,2025-03-06T03:10:06+00:00
390,83,awake,2025-03-06T03:13:58+00:00
391,87,awake,2025-03-06T03:14:30+00:00
392,81,awake,2025-03-06T03:15:37+00:00
393,72,awake,2025-03-06T03:19:28+00:00
394,67,awake,2025-03-06T03:19:32+00:00
395,77,awake,2025-03-06T03:19:45+00:00
396,81,awake,2025-03-06T03:21:20+00:00
397,76,awake,2025-03-06T03:21:52+00:00
398,71,awake,2025-03-06T03:21:53+00:00
399,83,awake,2025-03-06T03:29:27+00:00
400,85,awake,2025-03-06T03:29:37+00:00
401,87,awake,2025-03-06T03:29:53+00:00
402,72,awake,2025-03-06T03:35:08+00:00
403,76,awake,2025-03-06T03:35:51+00:00
404,80,awake,2025-03-06T03:36:45+00:00
405,79,awake,2025-03-06T03:41:05+00:00
406,84,awake,2025-03-06T03:41:18+00:00
407,70,awake,2025-03-06T03:42:03+00:00
408,77,awake,2025-03-06T03:45:27+00:00
409,80,awake,2025-03-06T03:45:28+00:00
410,83,awake,2025-03-06T03:45:43+00:00
411,67,awake,2025-03-06T03:55:36+00:00
412,76,awake,2025-03-06T03:55:53+00:00
413,71,awake,2025-03-06T03:56:39+00:00
414,69,awake,2025-03-06T04:03:14+00:00
415,65,awake,2025-03-06T04:03:15+00:00
416,74,awake,2025-03-06T04:04:14+00:00
417,78,awake,2025-03-06T04:09:07+00:00
418,74,awake,2025-03-06T04:09:25+00:00
419,83,awake,2025-03-06T04:09:57+00:00
420,73,awake,2025-03-06T04:13:33+00:00
421,82,awake,2025-03-06T04:13:34+00:00
422,77,awake,2025-03-06T04:13:37+00:00
423,71,awake,2025-03-06T04:16:11+00:00
424,78,awake,2025-03-06T04:16:37+00:00
425,74,awake,2025-03-06T04:17:16+00:00
426,72,awake,2025-03-06T04:21:09+00:00
427,87,awake,2025-03-06T04:21:22+00:00
428,76,awake,2025-03-06T04:21:32+00:00
429,73,awake,2025-03-06T04:26:09+00:00
430,64,awake,2025-03-06T04:26:53+00:00
431,67,awake,2025-03-06T04:27:32+00:00
432,77,awake,2025-03-06T04:32:31+00:00
433,87,awake,2025-03-06T04:32:39+00:00
434,82,awake,2025-03-06T04:32:51+00:00
435,83,awake,2025-03-06T04:41:44+00:00
436,87,awake,2025-03-06T04:42:01+00:00
437,76,awake,2025-03-06T04:42:33+00:00
438,78,awake,2025-03-06T04:52:49+00:00
439,72,awake,2025-03-06T04:54:03+00:00
440,65,awake,2025-03-06T04:54:12+00:00
441,66,awake,2025-03-06T04:58:18+00:00
442,70,awake,2025-03-06T04:58:30+00:00
443,73,awake,2025-03-06T04:59:22+00:00
444,70,awake,2025-03-06T05:02:47+00:00
445,74,awake,2025-03-06T05:03:29+00:00
446,65,awake,2025-03-06T05:03:30+00:00
447,65,awake,2025-03-06T05:07:58+00:00
448,61,awake,2025-03-06T05:08:18+00:00
449,69,awake,2025-03-06T05:08:39+00:00
450,66,awake,2025-03-06T05:13:14+00:00
451,62,awake,2025-03-06T05:13:22+00:00
452,69,awake,2025-03-06T05:13:23+00:00
453,62,awake,2025-03-06T05:18:17+00:00
454,68,awake,2025-03-06T05:19:26+00:00
455,65,awake,2025-03-06T05:19:33+00:00
456,69,awake,2025-03-06T05:24:34+00:00
457,73,awake,2025-03-06T05:24:48+00:00
458,65,awake,2025-03-06T05:24:52+00:00
459,68,awake,2025-03-06T05:29:00+00:00
460,64,awake,2025-03-06T05:30:09+00:00
461,71,awake,2025-03-06T05:30:18+00:00
462,66,awake,2025-03-06T05:34:14+00:00
463,71,awake,2025-03-06T05:34:16+00:00
464,76,awake,2025-03-06T05:35:15+00:00
465,74,awake,2025-03-06T05:39:15+00:00
466,72,awake,2025-03-06T05:39:22+00:00
467,69,awake,2025-03-06T05:39:23+00:00
468,90,awake,2025-03-06T05:41:29+00:00
469,87,awake,2025-03-06T05:42:04+00:00
470,93,awake,2025-03-06T05:42:15+00:00
471,65,awake,2025-03-06T05:47:25+00:00
472,61,awake,2025-03-06T05:48:19+00:00
473,58,awake,2025-03-06T05:48:54+00:00
474,68,awake,2025-03-06T05:52:36+00:00
475,64,awake,2025-03-06T05:52:38+00:00
476,60,awake,2025-03-06T05:54:15+00:00
477,67,awake,2025-03-06T05:57:37+00:00
478,63,awake,2025-03-06T05:57:52+00:00
479,59,awake,2025-03-06T05:58:36+00:00
480,63,awake,2025-03-06T06:03:23+00:00
481,68,awake,2025-03-06T06:04:06+00:00
482,60,awake,2025-03-06T06:04:42+00:00
483,69,awake,2025-03-06T06:08:21+00:00
484,65,awake,2025-03-06T06:08:49+00:00
485,61,awake,2025-03-06T06:09:06+00:00
486,77,awake,2025-03-06T06:14:57+00:00
487,71,awake,2025-03-06T06:14:58+00:00
488,86,awake,2025-03-06T06:15:14+00:00
489,69,awake,2025-03-06T06:19:28+00:00
490,72,awake,2025-03-06T06:20:03+00:00
491,65,awake,2025-03-06T06:20:19+00:00
492,70,awake,2025-03-06T06:25:31+00:00
493,66,awake,2025-03-06T06:25:42+00:00
494,76,awake,2025-03-06T06:25:53+00:00
495,62,awake,2025-03-06T06:29:31+00:00
496,66,awake,2025-03-06T06:30:44+00:00
497,72,awake,2025-03-06T06:30:54+00:00
498,63,awake,2025-03-06T06:34:50+00:00
499,57,awake,2025-03-06T06:35:45+00:00
500,59,awake,2025-03-06T06:35:50+00:00
501,60,awake,2025-03-06T06:43:54+00:00
502,64,awake,2025-03-06T06:44:14+00:00
503,68,awake,2025-03-06T06:44:16+00:00
504,59,awake,2025-03-06T06:49:34+00:00
505,65,awake,2025-03-06T06:49:36+00:00
506,72,awake,2025-03-06T06:49:44+00:00
507,68,awake,2025-03-06T06:54:25+00:00
508,73,awake,2025-03-06T06:54:26+00:00
509,62,awake,2025-03-06T06:55:19+00:00
510,67,awake,2025-03-06T06:59:33+00:00
511,63,awake,2025-03-06T07:00:33+00:00
512,59,awake,2025-03-06T07:01:03+00:00
513,63,awake,2025-03-06T07:04:56+00:00
514,61,awake,2025-03-06T07:05:13+00:00
515,57,awake,2025-03-06T07:05:38+00:00
516,58,rest,2025-03-06T07:07:14+00:00
517,59,rest,2025-03-06T07:12:14+00:00
518,60,rest,2025-03-06T07:17:14+00:00
519,61,rest,2025-03-06T07:22:14+00:00
520,61,rest,2025-03-06T07:27:14+00:00
521,63,rest,2025-03-06T07:32:14+00:00
522,63,rest,2025-03-06T07:37:14+00:00
523,58,rest,2025-03-06T07:42:14+00:00
524,59,rest,2025-03-06T07:47:14+00:00
525,57,rest,2025-03-06T07:52:14+00:00
526,57,rest,2025-03-06T07:57:14+00:00
527,58,rest,2025-03-06T08:02:14+00:00
528,63,rest,2025-03-06T08:07:14+00:00
529,66,rest,2025-03-06T08:12:14+00:00
530,63,rest,2025-03-06T08:17:14+00:00
531,62,rest,2025-03-06T08:22:14+00:00
532,58,rest,2025-03-06T08:27:14+00:00
533,58,rest,2025-03-06T08:32:14+00:00
534,61,rest,2025-03-06T08:37:14+00:00
535,60,rest,2025-03-06T08:42:14+00:00
536,60,rest,2025-03-06T08:47:14+00:00
537,58,rest,2025-03-06T08:52:14+00:00
538,58,rest,2025-03-06T08:57:14+00:00
539,60,rest,2025-03-06T09:02:14+00:00
540,56,rest,2025-03-06T09:07:14+00:00
541,58,rest,2025-03-06T09:12:14+00:00
542,56,rest,2025-03-06T09:17:14+00:00
543,59,rest,2025-03-06T09:22:14+00:00
544,61,rest,2025-03-06T09:27:14+00:00
545,61,rest,2025-03-06T09:32:14+00:00
546,55,rest,2025-03-06T09:37:14+00:00
547,53,rest,2025-03-06T09:42:14+00:00
548,53,rest,2025-03-06T09:47:14+00:00
549,54,rest,2025-03-06T09:52:14+00:00
550,55,rest,2025-03-06T09:57:14+00:00
551,56,rest,2025-03-06T10:02:14+00:00
552,55,rest,2025-03-06T10:07:14+00:00
553,57,rest,2025-03-06T10:12:14+00:00
554,55,rest,2025-03-06T10:17:14+00:00
555,55,rest,2025-03-06T10:22:14+00:00
556,61,rest,2025-03-06T10:27:14+00:00
557,64,rest,2025-03-06T10:32:14+00:00
558,58,rest,2025-03-06T10:37:14+00:00
559,58,rest,2025-03-06T10:42:14+00:00
560,63,rest,2025-03-06T10:47:14+00:00
561,59,rest,2025-03-06T10:52:14+00:00
562,57,rest,2025-03-06T10:57:14+00:00
563,58,rest,2025-03-06T11:02:14+00:00
564,59,rest,2025-03-06T11:07:14+00:00
565,59,rest,2025-03-06T11:12:14+00:00
566,59,rest,2025-03-06T11:17:14+00:00
567,60,rest,2025-03-06T11:22:14+00:00
568,60,rest,2025-03-06T11:27:14+00:00
569,61,rest,2025-03-06T11:32:14+00:00
570,60,rest,2025-03-06T11:37:14+00:00
571,61,rest,2025-03-06T11:42:14+00:00
572,62,rest,2025-03-06T11:47:14+00:00
573,63,rest,2025-03-06T11:52:14+00:00
574,58,rest,2025-03-06T11:57:14+00:00
575,59,rest,2025-03-06T12:02:14+00:00
576,61,rest,2025-03-06T12:07:14+00:00
577,61,rest,2025-03-06T12:12:14+00:00
578,62,rest,2025-03-06T12:17:14+00:00
579,61,rest,2025-03-06T12:22:14+00:00
580,59,rest,2025-03-06T12:27:14+00:00
581,59,rest,2025-03-06T12:32:14+00:00
